1,390,40,7.34,7.14,0.9
2,501,47,8.61,6.63,0.89
3,499,47,8.66,7.12,0.88
4,356,37,7.18,6.81,0.88
5,163,18,3.61,6.13,0.94
6,113,14,1.18,6.34,1
7,101,12,0.75,6.49,1.05
8,1021,102,9.12,8.58,0.91
9,125,15,2.3,6.45,0.96
10,84,16,-0.44,6.94,0.99
11,82,12,-1.04,6.88,1.02
12,653,60,9.35,7.38,0.99
13,185,25,3.72,6.68,0.99
14,1093,117,8.52,9.69,0.91
15,1018,107,8.58,8.99,0.85
16,656,65,8.68,8.14,0.83
17,1015,121,7.57,9.35,0.76
18,80,13,-1.27,6.78,0.97
19,496,47,8.6,7.09,0.79
20,1019,99,9.35,9.42,0.96
21,350,38,6.63,7.51,0.8
22,499,50,8.18,7.62,0.94
23,122,15,1.6,6.98,0.94
24,356,42,6.27,7.31,0.72
25,92,11,0.14,7.03,0.93
26,1019,103,9,8.64,0.75
27,495,57,7.07,7.4,0.85
28,1726,206,7.91,11.21,0.83
29,130,19,1.89,6.68,0.91
30,122,15,1.6,6.79,0.89
31,396,39,7.83,7.04,0.88
32,90,11,-0.59,7.07,0.68
33,199,22,4.57,6.6,0.72
34,660,64,8.87,7.95,0.88
35,1319,169,7.19,11.13,0.74
36,499,59,6.9,8.2,0.79
37,123,15,1.67,6.75,0.89
38,197,26,4.1,6.85,0.72
39,86,11,-0.77,6.76,0.94
40,500,47,8.68,7.3,0.91
41,199,20,5.05,6.79,0.67
42,499,46,8.85,8,0.79
43,501,49,8.39,8.07,0.75
44,121,17,1.65,6.98,0.76
45,1875,188,9.44,10.88,0.79
46,86,11,-0.77,6.93,0.53
47,1250,165,6.96,10.51,0.8
48,499,50,8.14,7.3,0.8
49,498,46,8.83,7.93,1.04
50,500,47,8.68,7.78,0.83
51,352,36,7.06,7.55,0.87
52,499,47,8.69,8.21,0.65
53,92,11,0.14,6.99,0.76
54,1016,96,9.62,8.65,0.79
55,499,47,8.53,7.08,0.67
56,999,111,8.14,9.38,0.72
57,1186,164,6.63,11.01,0.76
58,498,46,8.83,7.84,0.98
59,495,47,8.61,7.2,0.86
60,87,11,-0.68,6.95,0.58
61,351,35,7.4,7.11,0.56
62,179,27,3.2,6.7,0.65
63,500,54,7.59,8.34,0.77
64,119,24,0.92,7.16,0.8
65,355,41,6.27,7.94,0.91
66,1106,119,8.53,8.96,0.97
67,349,41,6.3,8.06,0.76
68,1103,132,7.56,10.09,0.72
69,189,24,4.04,6.68,0.89
70,1019,102,9.11,8.82,0.66
71,399,46,6.67,7.41,0.91
72,1020,104,8.87,10.29,0.76
73,377,35,8.19,7.5,0.82
74,1300,148,8.14,11.87,0.69
75,496,47,8.6,7.4,0.66
76,1016,100,9.23,9.23,0.67
77,395,37,8.19,7.3,0.8
78,364,41,6.63,7.61,0.61
79,659,60,9.45,8.79,0.58
80,200,26,4.23,6.56,0.88
81,1015,104,8.89,9.83,0.75
82,497,47,8.62,7.17,0.64
83,1303,162,7.41,10.62,0.77
84,351,43,5.97,7.43,0.65
85,656,60,9.4,8.34,0.83
86,125,15,2.2,6.96,0.74
87,1017,108,8.52,9.22,0.69
88,87,11,-0.68,7.14,0.74
89,495,48,8.27,7.5,0.76
90,495,48,8.4,7.55,0.76
91,500,48,8.5,7.8,0.94
92,497,47,8.62,7.67,0.71
93,1250,156,7.36,11.16,0.6
94,355,35,7.56,6.98,0.87
92,2017,5462,9.26,9.84,0.63
96,499,47,8.66,7.48,0.67
97,1008,140,6.49,10.11,0.68
98,656,60,9.3,8.33,0.75
99,1107,120,8.42,9.84,0.83
100,352,38,6.68,7.42,0.69
